Name,Aura,CL,Slot,Price,Weight,Description,Requirements,Cost,Group,Source,AuraStrength,WeightValue,PriceValue,CostValue,Languages,BaseItem,id
"Reach Metamagic Rod, Greater",strong (no school),17,none,"24,500 gp",5 lbs.,"The wielder can cast up to three spells per day with a one-step increase in their range category (such as from close to medium, or medium to long) as though using the Reach Spell feat (Advanced Player's Guide).","Craft Rod, Reach Spell","12,250 gp",Rod,Ultimate Equipment,strong,5,24500,12250,,,1578
"Rime Metamagic Rod, Lesser",strong (no school),17,none,"3,000 gp",5 lbs.,The wielder can cast up to three spells with the cold descriptor per day that entangle creatures that take cold damage from that spell for a number of rounds equal to the spell's actual level as though using the Rime Spell feat (Ultimate Magic).,"Craft Rod, Rime Spell","1,500 gp",Rod,Ultimate Equipment,strong,5,3000,1500,,,1579
Rime Metamagic Rod,strong (no school),17,none,"11,000 gp",5 lbs.,The wielder can cast up to three spells with the cold descriptor per day that entangle creatures that take cold damage from that spell for a number of rounds equal to the spell's actual level as though using the Rime Spell feat (Ultimate Magic).,"Craft Rod, Rime Spell","5,500 gp",Rod,Ultimate Equipment,strong,5,11000,5500,,,1580
"Rime Metamagic Rod, Greater",strong (no school),17,none,"24,500 gp",5 lbs.,The wielder can cast up to three spells with the cold descriptor per day that entangle creatures that take cold damage from that spell for a number of rounds equal to the spell's actual level as though using the Rime Spell feat (Ultimate Magic).,"Craft Rod, Rime Spell","12,250 gp",Rod,Ultimate Equipment,strong,5,24500,12250,,,1581
"Selective Metamagic Rod, Lesser",strong (no school),17,none,"3,000 gp",5 lbs.,"The wielder can cast up to three spells per day as though using the Selective Spell feat (Advanced Player's Guide). For each spell, he can select up to four creatures of his choice within the area that are unaffected.","Craft Rod, Selective Spell","1,500 gp",Rod,Ultimate Equipment,strong,5,3000,1500,,,1582
Selective Metamagic Rod,strong (no school),17,none,"11,000 gp",5 lbs.,"The wielder can cast up to three spells per day as though using the Selective Spell feat (Advanced Player's Guide). For each spell, he can select up to four creatures of his choice within the area that are unaffected.","Craft Rod, Selective Spell","5,500 gp",Rod,Ultimate Equipment,strong,5,11000,5500,,,1583
"Selective Metamagic Rod, Greater",strong (no school),17,none,"24,500 gp",5 lbs.,"The wielder can cast up to three spells per day as though using the Selective Spell feat (Advanced Player's Guide). For each spell, he can select up to four creatures of his choice within the area that are unaffected.","Craft Rod, Selective Spell","12,250 gp",Rod,Ultimate Equipment,strong,5,24500,12250,,,1584
"Sickening Metamagic Rod, Lesser",strong (no school),17,none,"9,000 gp",5 lbs.,The wielder can cast up to three spells per day that sicken affected creatures as though using the Sickening Spell feat (Advanced Player's Guide).,"Craft Rod, Sickening Spell","4,500 gp",Rod,Ultimate Equipment,strong,5,9000,4500,,,1585
Sickening Metamagic Rod,strong (no school),17,none,"32,500 gp",5 lbs.,The wielder can cast up to three spells per day that sicken affected creatures as though using the Sickening Spell feat (Advanced Player's Guide).,"Craft Rod, Sickening Spell","16,250 gp",Rod,Ultimate Equipment,strong,5,32500,16250,,,1586
"Sickening Metamagic Rod, Greater",strong (no school),17,none,"73,000 gp",5 lbs.,The wielder can cast up to three spells per day that sicken affected creatures as though using the Sickening Spell feat (Advanced Player's Guide).,"Craft Rod, Sickening Spell","36,500 gp",Rod,Ultimate Equipment,strong,5,73000,36500,,,1587
"Silent Metamagic Rod, Lesser",strong (no school),17,none,"3,000 gp",5 lbs.,The wielder can cast up to three spells per day without verbal components as though using the Silent Spell feat.,"Craft Rod, Silent Spell","1,500 gp",Rod,Ultimate Equipment,strong,5,3000,1500,,,1588
Silent Metamagic Rod,strong (no school),17,none,"11,000 gp",5 lbs.,The wielder can cast up to three spells per day without verbal components as though using the Silent Spell feat.,"Craft Rod, Silent Spell","5,500 gp",Rod,Ultimate Equipment,strong,5,11000,5500,,,1589
"Silent Metamagic Rod, Greater",strong (no school),17,none,"24,500 gp",5 lbs.,The wielder can cast up to three spells per day without verbal components as though using the Silent Spell feat.,"Craft Rod, Silent Spell","12,250 gp",Rod,Ultimate Equipment,strong,5,24500,12250,,,1590
"Thanatopic Metamagic Rod, Lesser",strong (no school),17,none,"9,000 gp",5 lbs.,The wielder can cast up to three spells per day that are affected as though using the Thanatopic Spell feat (Ultimate Magic).,"Craft Rod, Thanatopic Spell","4,500 gp",Rod,Ultimate Equipment,strong,5,9000,4500,,,1591
Thanatopic Metamagic Rod,strong (no school),17,none,"32,500 gp",5 lbs.,The wielder can cast up to three spells per day that are affected as though using the Thanatopic Spell feat (Ultimate Magic).,"Craft Rod, Thanatopic Spell","16,250 gp",Rod,Ultimate Equipment,strong,5,32500,16250,,,1592
"Thanatopic Metamagic Rod, Greater",strong (no school),17,none,"73,000 gp",5 lbs.,The wielder can cast up to three spells per day that are affected as though using the Thanatopic Spell feat (Ultimate Magic).,"Craft Rod, Thanatopic Spell","36,500 gp",Rod,Ultimate Equipment,strong,5,73000,36500,,,1593
"Threnodic Metamagic Rod, Lesser",strong (no school),17,none,"9,000 gp",5 lbs.,The wielder can cast up to three spells per day that are affected as though by the Threnodic Spell feat (Ultimate Magic).,"Craft Rod, Threnodic Spell","4,500 gp",Rod,Ultimate Equipment,strong,5,9000,4500,,,1594
Threnodic Metamagic Rod,strong (no school),17,none,"32,500 gp",5 lbs.,The wielder can cast up to three spells per day that are affected as though by the Threnodic Spell feat (Ultimate Magic).,"Craft Rod, Threnodic Spell","16,250 gp",Rod,Ultimate Equipment,strong,5,32500,16250,,,1595
"Threnodic Metamagic Rod, Greater",strong (no school),17,none,"73,000 gp",5 lbs.,The wielder can cast up to three spells per day that are affected as though by the Threnodic Spell feat (Ultimate Magic).,"Craft Rod, Threnodic Spell","36,500 gp",Rod,Ultimate Equipment,strong,5,73000,36500,,,1596
"Thundering Metamagic Rod, Lesser",strong (no school),17,none,"9,000 gp",5 lbs.,The wielder can cast up to three spells per day that deafen affected creatures as though using the Thundering Spell feat (Advanced Player's Guide).,"Craft Rod, Thundering Spell","4,500 gp",Rod,Ultimate Equipment,strong,5,9000,4500,,,1597
Thundering Metamagic Rod,strong (no school),17,none,"32,500 gp",5 lbs.,The wielder can cast up to three spells per day that deafen affected creatures as though using the Thundering Spell feat (Advanced Player's Guide).,"Craft Rod, Thundering Spell","16,250 gp",Rod,Ultimate Equipment,strong,5,32500,16250,,,1598
"Thundering Metamagic Rod, Greater",strong (no school),17,none,"73,000 gp",5 lbs.,The wielder can cast up to three spells per day that deafen affected creatures as though using the Thundering Spell feat (Advanced Player's Guide).,"Craft Rod, Thundering Spell","36,500 gp",Rod,Ultimate Equipment,strong,5,73000,36500,,,1599
"Toppling Metamagic Rod, Lesser",strong (no school),17,none,"3,000 gp",5 lbs.,The wielder can cast up to three spells with the force descriptor per day that are affected as though the spells were augmented with the Toppling Spell feat (Ultimate Magic).,"Craft Rod, Toppling Spell","1,500 gp",Rod,Ultimate Equipment,strong,5,3000,1500,,,1600
Toppling Metamagic Rod,strong (no school),17,none,"11,000 gp",5 lbs.,The wielder can cast up to three spells with the force descriptor per day that are affected as though the spells were augmented with the Toppling Spell feat (Ultimate Magic).,"Craft Rod, Toppling Spell","5,500 gp",Rod,Ultimate Equipment,strong,5,11000,5500,,,1601
"Toppling Metamagic Rod, Greater",strong (no school),17,none,"24,500 gp",5 lbs.,The wielder can cast up to three spells with the force descriptor per day that are affected as though the spells were augmented with the Toppling Spell feat (Ultimate Magic).,"Craft Rod, Toppling Spell","12,250 gp",Rod,Ultimate Equipment,strong,5,24500,12250,,,1602
Harbinger Rod,moderate conjuration,8,none,"44,200 gp",5 lbs.,"This copper rod is made up of constantly grinding gearlike parts. It is believed that these rods may be some alternate or lesser form of harbinger archons (Bestiary 3 18). T he rod can take may useful forms, and after 24 hours in the possession of a lawful good creature, the wielder can command it to take the form of any tool, including a chime of opening. Very intelligent and witty, these rods communicate with their wielders in truespeech (Bestiary 310; see archon subtype) or Celestial. Furthermore, the rod has the following powers.  • Three times per day, on command, the rod's wielder can use dimension door, as the spell.  • Once per day, on command, the rod can emit a blast of energy that deals 2d6 points of force damage to creatures adjacent to the wielder. A successful DC 12 Reflex save halves the damage. The wielder can choose to omit any target from this blast that it desires, damaging only the foes it chooses.  The rod's purpose is to destroy or foil the plans of chaotic evil creatures.","Craft Rod, dimension door, knock, explosive runes, creator must be lawful good","22,100 gp",Rod,Ultimate Equipment,moderate,5,44200,22100,telepathy (Celestial; truespeech),,2595
Metamagician's Apprentice,strong divination,18,none,"93,605 gp",5 lbs.,"This slender rod is usually capped with a metal knob resembling the face of a young male or female mage. The first rod of this type was created by a ruthless cabal of wizards and sorcerers who transferred the minds of their most promising apprentices into a set of rods for the sake of greater power.  The bound apprentices' intellects have no free will but retain their rebellious imaginations. Under normal circumstances, the rod must do what its wielder commands, but it can make telepathic, respectful complaints about how unhappy it is to be a group of living minds imprisoned in an inanimate object-though few wielders care. While no good creature would create a metamagician's apprentice, he or she can still wield one.  The rod can be used as a +1 light mace. On command, it transforms into a +1/+1 quarterstaff or back to its rod form.  A metamagician's apprentice knows four metamagic feats (limited to feats that use a spell slot one or two levels higher than the spell's actual level, such as Silent Spell and Empower Spell) and acts as a greater metamagic rod for those feats. The rod can only apply one metamagic feat to a spell at a time, though (like a metamagic rod) the wielder can use his own feats and the rod's on the same spell.  The rod can use read magic and detect magic at will. The metamagician's apprentice is never overwhelmed by powerful magic auras. These abilities do not trigger effects that require reading to activate (such as the explosive runes spell). The rod grants the wielder a +2 competence bonus on three Knowledge skills; these skills are determined when the rod is created (and require the apprentice to have ranks in that skill) and can never be changed. Knowledge (arcana) is almost always one of these three skills.  A typical rod of this type is lawful neutral, though rods with other alignments exist.  If a metamagician's apprentice becomes dominant after a personality conflict, it insists the wearer find a way to free its mind from the object or destroy the item so its mind can be at peace.","Craft Rod, the four metamagic feats the rod is to know","47,105 gp",Rod,Ultimate Equipment,strong,5,93605,47105,telepathy (Common and eight other languages),+1 light mace|+1/+1 quarterstaff,2600
Rod That Should Not Be (lesser),moderate abjuration,9,none,"12,000 gp",8 lbs.,"This rod is a fusion of magic and the limb of a dangerous, nearly mindless aberration. This rod features a single writhing tentacle at one end. The rod contains the mind of a living creature, but it does not have the ability to communicate via speech, empathy, or telepathy. If allowed, the rod attempts to attack creatures within reach, and must be stowed in a bag or backpack when the wielder is sleeping to keep it from grasping at the wielder or other creatures.  On command, the tentacle attacks an adjacent creature as a melee touch attack (attack bonus +8). On a successful hit must succeed at a DC 14 Will saving throw or be paralyzed for 1 round. This paralysis is a mind-affecting fear effect.  The greater version of this rod has four tentacles, which attack the same target simultaneously on command (attack bonus +12). The tentacles collectively deal 4d8 points of acid damage and the target must succeed at a DC 18 Will saving throw or be paralyzed for 1 round. This paralysis is a mind-affecting fear effect. The greater rods have a dedicated purpose: serve a bloodthirsty master.",Summon monster III,"6,000 gp",Rod,Ultimate Equipment,moderate,8,12000,6000,None,,2602
Rod That Should Not Be (greater),strong abjuration,16,none,"40,000 gp",8 lbs.,"This rod is a fusion of magic and the limb of a dangerous, nearly mindless aberration. This rod features a single writhing tentacle at one end. The rod contains the mind of a living creature, but it does not have the ability to communicate via speech, empathy, or telepathy. If allowed, the rod attempts to attack creatures within reach, and must be stowed in a bag or backpack when the wielder is sleeping to keep it from grasping at the wielder or other creatures.  On command, the tentacle attacks an adjacent creature as a melee touch attack (attack bonus +8). On a successful hit must succeed at a DC 14 Will saving throw or be paralyzed for 1 round. This paralysis is a mind-affecting fear effect.  The greater version of this rod has four tentacles, which attack the same target simultaneously on command (attack bonus +12). The tentacles collectively deal 4d8 points of acid damage and the target must succeed at a DC 18 Will saving throw or be paralyzed for 1 round. This paralysis is a mind-affecting fear effect. The greater rods have a dedicated purpose: serve a bloodthirsty master.",Summon monster V,"20,000 gp",Rod,Ultimate Equipment,strong,8,40000,20000,telepathy (Aklo),,2603
Nightmare Rod,strong illusion,13,none,"80,000 gp",5 lbs.,"A nightmare rod is a wooden rod with a smooth, purple, crystalline octopus clutching one end, its tentacles wrapped around the length of the rod and its bulbous body serving as a sort of mace head. Indeed, a nightmare rod can be wielded as a +2 heavy mace. On a critical hit, a nightmare rod floods the target's mind with horrific visions of nightmarish dooms that stagger the victim for 1 round if it fails a DC 15 Will save. This is a mind-affecting fear effect.  In addition, a nightmare rod has the following powers.  • Once per day as a free action when the rod hits a living creature, the user can affect the creature struck with a phantasmal killer spell (Will/Fort DC 16).  • Once per day, the user can cast nightmare. If the recipient is awake when the spell begins, the wielder need not enter a trance (as he would if he had cast the spell)- the nightmare rod maintains its own sort of trance on the spell and automatically finishes casting the spell as soon as the recipient falls asleep. If the recipient does not fall asleep within 24 hours, the nightmare rod ceases attempting to cast the spell automatically.  • As long as the wielder carries the nightmare rod in his hand, he is immune to fear effects.","Craft Rod, fear, nightmare, phantasmal killer, remove fear","40,000 gp",Rod,AP 65,strong,5,80000,40000,,+2 heavy mace,2624
"Familiar Metamagic Rod, Lesser",strong (no school),17,none,"14,000 gp",5 lbs.,The wielder can cast up to three spells per day that affect his familiar as though using the Familiar Spell feat.,"Craft Rod, Familiar Spell (see page 18)","7,000 gp",Rod,Animal Archive,strong,5,14000,7000,,,2665
Familiar Metamagic Rod,strong (no school),17,none,"54,000 gp",5 lbs.,The wielder can cast up to three spells per day that affect his familiar as though using the Familiar Spell feat.,"Craft Rod, Familiar Spell (see page 18)","27,000 gp",Rod,Animal Archive,strong,5,54000,27000,,,2666
"Familiar Metamagic Rod, Greater",strong (no school),17,none,"121,000 gp",5 lbs.,The wielder can cast up to three spells per day that affect his familiar as though using the Familiar Spell feat.,"Craft Rod, Familiar Spell (see page 18)","60,750 gp",Rod,Animal Archive,strong,5,121000,60750,,,2667
Rod Of Animal Training,moderate enchantment,9,none,"12,300 gp",5 lbs.,"The head of this bronze scepter is shaped like a roaring lion leaping forward. When held by a creature with no ranks in the Handle Animal skill, this rod allows the wielder to teach tricks to any animal with an Intelligence score of 1 or 2 as though the wielder were trained in the use of that skill. Regardless of whether the wielder of a rod of animal training has ranks in Handle Animal, she gains a +5 competence bonus on Handle Animal checks to teach a trick to an animal or to train an animal for a general purpose, and the wielder can use charm animal (DC 11) as a spell-like ability three times per day.","Craft Rod, charm animal","6,150 gp",Rod,Animal Archive,moderate,5,12300,6150,,,2670
Dolorous Rod,moderate enchantment and necromancy,10,none,"120,000 gp",5 lbs.,"On command, this rod beats with a slow, steady pulse, sending a deep, almost inaudible thrum through the air. At the start of each successive round of holding the rod, its bearer takes 1d10 points of damage that can't be reduced in any way, and must succeed at a DC 20 Fortitude save or gain a permanent negative level. While the rod is held, creatures within 120 feet take a -2 penalty on attack rolls, saving throws, ability checks, skill checks, and weapon damage rolls. This is a mind-affecting emotion effect. While held by a mythic creature, the rod prevents all creatures of an equal or lower mythic tier within its radius from expending mythic power. Mythic abilities that don't require expending uses of mythic power are unaffected.","Craft Rod, Mythic Crafter, bestow curse, crushing despair","60,000 gp",Rod,Mythic Adventures,moderate,5,120000,60000,,,2876
"Stable Metamagic Rod, Lesser",strong universal,17,none,"3,000 gp",5 lbs.,"Three times per day, the wielder can lower the chance of a spell he casts triggering a primal magic event, as though using the Stable Spell feat.","Craft Rod, Stable Spell","1,500 gp",Rod,Wardens Of The Reborn Forge,strong,5,3000,1500,,,3005
Stable Metamagic Rod,strong universal,17,none,"11,000 gp",5 lbs.,"Three times per day, the wielder can lower the chance of a spell he casts triggering a primal magic event, as though using the Stable Spell feat.","Craft Rod, Stable Spell","5,500 gp",Rod,Wardens Of The Reborn Forge,strong,5,11000,5500,,,3006
"Stable Metamagic Rod, Greater",strong universal,17,none,"24,500 gp",5 lbs.,"Three times per day, the wielder can lower the chance of a spell he casts triggering a primal magic event, as though using the Stable Spell feat.","Craft Rod, Stable Spell","12,500 gp",Rod,Wardens Of The Reborn Forge,strong,5,24500,12500,,,3007
Coldwarp Key,moderate conjuration and transmutation,9,none,"45,700 gp",5 lbs.,"This flanged iron rod is much heavier than it looks, and grants the wielder a portion of the skill of a master coldwarper. The wielder gains a +5 competence bonus on Craft checks involving metal. A coldwarp key has three charges, which are renewed at midnight every night and can be expended to create a variety of effects. Expending one charge from a coldwarp key allows the wielder to use fabricate (as the spell) to affect metal only. If the wielder is in a natural underground environment, she can expend two charges from a coldwarp key to draw raw metal ore from the surrounding stone and shape it to her liking. This ability acts as the major creation spell, except the wielder can create only base metals and the duration is instantaneous.","Craft Rod, fabricate, major creation","22,850 gp",Rod,Magical Marketplace,moderate,5,45700,22850,,,3056
Inviolate Marker,moderate transmutation,10,none,"10,000 gp",5 lbs.,"This unusual type of immovable rod has a button near each end, and it can be activated only by two separate creatures, each one pressing a button while speaking a different command word. Once set in place, it can only be moved by the same method. A creature using a Strength check to move the inviolate marker risks being affected by a bestow curse effect (-6 Str; Will DC 16 negates and grants the creature immunity to the curse effect for 24 hours).  An inviolate marker projects an illusory banner or crest from each side, each chosen by the creature that activated it, and is used to demarcate territorial boundaries. If an inviolate marker would be buried by a change in the landscape or environment, the marker teleports to the surface of the newly  formed terrain in order to maintain its position relative to the new terrain.","Craft Rod, bestow curse, levitate, silent image","5,000 gp",Rod,People Of The Sands,moderate,5,10000,5000,,,3074
Rod Of Revolution,strong enchantment,20,none,"82,000 gp",8 lbs.,"This variant rod of rulership (Ultimate Equipment 183) looks like a castoff piece of wood from a lumber mill.  Originating from the earliest insurrections of G alt, these rods have become symbolic among rebel leaders in the struggling nation. A rod of revolution's wielder can activate the device as a standard action to incite rebellious urges in creatures within 120 feet. The wielder can incite a number of creatures totaling 300 Hit Dice, but creatures with a Wisdom score of 12 or higher can attempt a DC 16 Will save to negate the effect. Incited creatures gain the benefits of the rage spell, but adhere to only the most basic commands issued by the wielder (such as directions about where to move and who to attack). The rod can be used for 500 total minutes before it crumbles to dust.  These minutes need not be continuous.","Craft Rod, mass charm monster, rage","41,000 gp",Rod,Inner Sea Combat,strong,8,82000,41000,,,3191
Rod Of The Uraeus,moderate necromancy,8,rod,"14,400 gp",4 lbs.,"This rod is fashioned in the form of a uraeus (Pathfinder Campaign Setting: Osirion, Legacy of Pharaohs 6 3), the legendary two-headed winged cobra that is the symbol of the Ancient Osirian deity Wadjet, patron of Osirion and the goddess of good serpents, the River Sphinx, and wisdom. The priesthood of Wadjet is credited with creating the first rods of the uraeus, but others have since replicated the feat.  A rod of the uraeus can be wielded as a +1 light mace. When holding the rod, the wielder gains a +2 resistance bonus on Reflex saves and a +5 competence bonus on Sense Motive checks. The wielder can fire a 30-foot line of stinging poison from the rod up to twice per day (once for each head of the uraeus). A creature in the area of effect can avoid the poison with a successful DC 13 Reflex save. On a failed save, a creature is blinded and paralyzed for 8 rounds. Each round on its turn, an affected creature may attempt a DC 13 Fortitude save to end the blindness and paralysis effects. A rod of the uraeus functions only if its possessor is lawful.","Craft Magic Arms and Armor, Craft Rod, poison, resistance, creator must have 5 ranks in Sense Motive","7,200 gp",Rod,AP 81,moderate,4,14400,7200,,+1 light mace,3353
Backbiter's Focus,moderate evocation,7,none,"7,800 gp",1 lb.,"This small darkwood rod is adorned with a carving of a figure whose own weapon is curled backward as if to strike the figure.  Three times per day, the user can speak the rod's command word to curse a single manufactured weapon within 30 feet.  If the weapon is magical, it can attempt a DC 16 Will save to avoid the curse. Whenever the cursed weapon damages a creature, it deals half as much damage to its wielder as well; only the weapon's base damage and the wielder's Strength bonus are factored into this damage-bonus damage from a magic weapon's special abilities, from its wielder's class features and feats, or from other effects are not factored into the damage dealt to the wielder. This is a curse effect that lasts for 7 rounds.","Craft Rod, bestow curse","4,900 gp",Rod,The Harrow Handbook,moderate,1,7800,4900,,,3361
Rod Of The Devoured Dawn,moderate illusion and transmutation,10,rod,"20,000 gp",10 lbs.,"The head of this rod is carved to resemble the visage of the Ancient Osirian deity Apep, Devourer of the Dawn, god of chaos, darkness, destruction, and snakes. A rod of the devoured dawn can be wielded as a +1 heavy mace. When holding the rod, the wielder gains darkvision with a range of 30 feet. Once per day, the rod can create a shadowy hypnotic pattern that also functions as dispel magic and targets any spells with the light descriptor in the area of effect.  When the wielder confirms a critical hit with a rod of the devoured dawn on a Medium or smaller foe, the head of the rod animates and grants an automatic grapple check against the creature struck (this does not provoke an attack of opportunity). If the grapple check is successful, the rod's jaw unhinges and expands momentarily to swallow the creature, gulping it into a flesh-walled extradimensional space. The swallowed target gains the grappled condition and takes 1d8 points of bludgeoning damage per round on its turn. The creature can cut its way out (AC 14, hp 24) or wriggle out with a successful DC 25 Escape Artist check as a full-round action-either method of escape causes the victim to be disgorged from the rod into an adjacent space. The rod automatically disgorges a swallowed victim if the swallowed creature dies or if the rod is destroyed. Only one creature can be swallowed at a time. A rod of the devoured dawn only functions if its wielder is chaotic.","Craft Magic Arms and Armor, Craft Rod, darkvision, dispel magic, hypnotic pattern, secret chest","10,000 gp",Rod,AP 83,moderate,10,20000,10000,,+1 heavy mace,3399
Rod Of Abrupt Hexes,strong (no school),17,none,"35,000 gp",5 lbs.,"Three times per day when a wielder of this rod uses a hex (but not an advanced hex or grand hex), she can use this rod's power to activate the hex as swift action rather than a standard action.","Craft Rod, Quicken Spell, creator must possess the hex class feature","17,500 gp",Rod,Advanced Class Guide,strong,5,35000,17500,,,3478
Rod Of Grasping Hexes,strong (no school),17,none,"3,000 gp",5 lbs.,"This rod is crafted from a gnarled branch covered in sharp thorns. Three times per day when a wielder of this rod uses a hex (but not an advanced hex or grand hex), she can use this rod's power to double the range of the hex, so long as the hex has a range measured in feet.","Craft Rod, Reach Spell, creator must possess the hex class feature","1,500 gp",Rod,Advanced Class Guide,strong,5,3000,1500,,,3479
Rod Of Interminable Hexes,strong (no school),17,none,"3,000 gp",5 lbs.,"Three times per day when a wielder of this rod uses a hex (but not an advanced hex or grand hex), she can use this rod's power to double the duration of the hex, so long as the hex's normal duration is longer than 1 round. When augmented with this rod, a hex that might have a longer duration if a target fails its save but only a 1-round duration if the target succeeds at its save (such as evil eye) still has only a 1-round duration against a target that succeeds at its save.","Craft Rod, Extend Spell, creator must possess the hex class feature","1,500 gp",Rod,Advanced Class Guide,strong,5,3000,1500,,,3480
Rod Of Potent Hexes,strong (no school),17,none,"9,000 gp",5 lbs.,"Three times per day when a wielder of this rod uses a hex (but not an advanced hex or grand hex), she can use this rod's power to double the damage dealt or healed by the hex. To be augmented in this way, a hex must directly heal damage, directly deal damage, or grant a creature some form of attack or aura that deals damage.","Craft Rod, Maximize Spell, creator must possess the hex class feature","4,500 gp",Rod,Advanced Class Guide,strong,5,9000,4500,,,3481
Rod Of Voracious Hexes,strong (no school),17,none,"32,500 gp",5 lbs.,"Three times per day when a wielder of this rod uses a hex (but not a major hex or a grand hex), she can use this rod's power to target not only the hex's normal target, but also another target within 30 feet of the first. The hex must normally target a single creature within a range of at least 30 feet.","Craft Rod, Split Hex, creator must have the hex class feature","16,250 gp",Rod,Advanced Class Guide,strong,5,32500,16250,,,3482
Rod Of Gripping Smoke,moderate transmutation,11,neck,"15,000 gp",6 lbs.,"One half of this rod is made of gray, semisolid fog, while the other half glows from within as if filled with flickering embers. A rod of gripping smoke acts as a +1 ghost touch light mace. Three times per day, as the wielder casts a spell that creates fog or smoke, it can make the effect particularly cloying, causing the area of the spell to count as difficult terrain. This ability can't modify fog or smoke spells that already specifically impede movement (like solid fog).  Additionally, three times per day as a move action, the wielder of a rod of gripping smoke can point the rod at any single target within an area of fog, mist, smoke, or similar vapor within 60 feet (including the area of foglike spells such as cloudkill or incendiary cloud) and cause the vapor to tighten around that target. The wielder attempts a disarm, grapple, or steal combat maneuver at a +16 bonus against the target's CMD. This combat maneuver doesn't provoke an attack of opportunity. If the check to disarm succeeds, the disarmed weapon falls in a random square adjacent to the target. If the check to grapple succeeds, the target gains the grappled condition for 1 round. While grappled in this way, the victim can't move without first breaking the grapple (CMD 26). If the check to steal succeeds, the stolen item lands in a random square adjacent to the target; unless the target succeeds at a DC 20 Perception check at the time the item is stolen, it doesn't realize the item is missing until it either leaves the affected area or attempts to use or retrieve the item.","Craft Rod, solid fog, telekinesis","7,500 gp",Rod,AP 87,moderate,6,15000,7500,,+1 ghost touch light mace,3620
Scepter Of The Arclords,strong universal,20,none,"200,000 gp",5 lbs.,"The Scepter of the Arclords is a powerful device capable of harvesting all the ambient magic from a large area and focusing it into a single powerful effect. Once per day the wielder can command the Scepter of the Arclords to duplicate any spell of 3rd level or lower. This automatically succeeds, but there is a 10% chance the wielder also gains a random minor spellblight (Pathfinder RPG Ultimate Magic 94).  Additionally, once per week the wielder can command the item to create any magic effect he desires. Roll d% to determine the effect of this command.  d% Effect  01 The wielder gains a major spellblight (Ultimate Magic 94). The GM may determine the spellblight randomly, or may design a custom spellblight based on the magic effect the wielder commanded the scepter to create. The DC to remove this spellblight (using the normal rules for eliminating spellblights) is 35 (or 40, if the target still has the Scepter of the Arclords in his possession), and isn't reduced with the passage of time.  02-05 The Scepter creates a permanently magic-dead area (Pathfinder Campaign Setting: Inner Sea Magic 12) with a radius of d% x 100 feet.  06-10 The Scepter creates a permanent area of primal magic (Inner Sea Magic 12) with a radius of d% x 100 feet.  11-80 The wielder's command is fulfilled with a limited wish. If a limited wish can't fulfill the command, the scepter comes as close to fulfilling it as a limited wish can (GM's discretion).  81-100 The wielder's command is fulfilled with a wish. If a wish can't fulfill the command, the scepter comes as close to fulfilling it as a wish can (GM's discretion). Additionally, one random creature of the outsider type learns the wielder has the scepter and just used it to gain a wish; the nature of the wish and the location of the wielder aren't revealed. The GM secretly determines which outsider gains this knowledge.  The eye-like spheres on the Scepter sometimes swivel of their own accord, and although the Scepter isn't intelligent, it's capable of sliding on its own at a speed of 5 feet.","Craft Rod, limited wish, wish","100,000 gp",Rod,Lost Treasures,strong,5,200000,100000,,,3745
Mimetic Rod,moderate divination,7,none,"1,350 gp",2 lbs.,"The smooth surface of this rod is polished to a mirror sheen. Two cabochons-one amber and one viridian-set into the ends of the rod control its functions. A creature can press the viridian stone and roll the rod across a piece of writing on a flat surface to copy that writing into the rod, leaving the original text intact. By pressing the amber cabochon and rolling the rod across a different flat surface, a creature can replicate the original text. The text remains stored in the rod until the viridian stone is pressed again. The rod can copy a text the size of its surface area: 10 inches by 12 inches. Spellbook pages can be copied into a mimetic rod, but this is only useful for saving the text to transcribe later; the caster must still pay the full price for copying the spell into a spellbook. The rod can't copy traps that use magical writing, such as explosive runes, but attempting to do so doesn't trigger the trap unless the movement of the magic item over the text would normally trigger it.  9th Level: The rod can be used to copy faces. It must first be waved in front of either a person's actual face or a high-quality reproduction while the wielder presses the viridian cabochon. The stored face can then be replicated over someone else's face as though they'd been affected by disguise self (though this can change only the face-not height, weight, or other features). This effect lasts for 10 minutes per character level possessed by the person activating the rod (to a maximum of 140 minutes). The rod can store only one face at a time, and can't store a face while it's storing text.  11th Level: If the rod's user speaks the name of a language, the rod automatically translates any text stored in it to that language. When that text is reproduced, it comes out in the language it has been translated to. A piece of text can be translated any number of times while stored in the rod.  14th Level: The rod can copy and reproduce magical traps that rely on text, including symbols. The rod's user must succeed at a caster level check (caster level 14th) with a DC equal to 11 + the  targeted spell's caster level to do so. If she succeeds, the trap is stored harmlessly in the rod and can be replicated just as text would. Unlike with normal text, the spell is erased from inside the rod when it's replicated. The size of the rod's surface area doesn't limit the size of magical trap text it can copy. When the rod reproduces the magical writing, any decisions made by the original caster are unchanged. The rod's wielder can also press the viridian cabochon to harmlessly extinguish the spell instead of reproducing it.","Craft Rod, disguise self, memorize pageACG, tongues","4,625 gp",Rod,Pathfinder Unchained,moderate,2,1350,4625,,,3884
