Name,Aura,CL,Slot,Price,Weight,Description,Requirements,Cost,Group,Source,AuraStrength,WeightValue,PriceValue,CostValue,Languages,BaseItem,id
Id Portrait,"strong enchantment, necromancy, and universal",20,none,,50 lbs.,"This 4-foot-by-8-foot oil-on-wood masterwork painting depicts an elegant high-backed padded chair in the foreground of a gothic study with heavy curtains, polished tables supporting decorative lamps, plush rugs, and hundreds of books on shelves. The silver-and-gold frame is equally elegant and etched with faintly glowing arcane symbols.  The painting is a powerful minor artifact that can be used to create one or more duplicates of any living creature that has a Charisma score of at least 10. By touching the painting and uttering a command word, the subject creature is drawn into the painting and appears seated in the chair. The subject is under the effects of a binding spell.  Delving into the subconscious mind, the painting creates a duplicate of the subject that lasts for 1 day per Hit Die the creature possesses. If the subject creature has a positive Charisma modifier, additional duplicates equal to its Charisma modifier may be created. Each of these duplicates represents an alter ego of the subject. Some beings may have multiple alter egos. In this case, the subject creature determines exactly how many id duplicates he wants the id portrait to create, up to a maximum determined by his Charisma modifier.  An id duplicate can be of a different class from the subject creature, and it has average hit points for that class, the same number of Hit Dice as the subject creature, and the same basic knowledge and goals as the subject creature (modified by any ability score changes). It is an average member of its class, with appropriate skills and feats. Reallocate the subject creature's ability scores to make them appropriate to the new class chosen.  A duplicate can carry out whatever tasks the original creature desires. If all duplicates are destroyed, the original creature is ejected from the id portrait and permanently loses 1 point of Charisma (this cannot be replaced by any means short of a miracle or wish). In addition, he is under the effects of slow and dimensional anchor for the following 24 hours. These effects cannot be dispelled. The portrait is usually placed somewhere hidden and safe, or in the care of trusted guardians, since the subject creature is significantly weakened until he recovers from the magical effects. When a duplicate has lived out its allotted time, it simply dies. Even if the duplicate is slain or dies before its duration expires, the body remains and behaves as a normal corpse. Spells such as miracle, raise dead, and resurrection fail to affect a duplicate corpse created by the id portrait.  An id duplicate has a challenge rating equal to the base creature's CR -1.",,,Artifact,Artifacts and Legends,strong,50,0,0,,,2505
Maleficus Spike,strong abjuration,20,none,,16 lbs.,"A maleficus spike is an ancient item forged of cold iron with an adamantine core designed to keep demons at bay. When driven into the wall of a building, a maleficus spike infuses the walls of the structure with a dimensional lock effect and a ward that repels evil outsiders. Any outsider with the evil subtype that tries to enter or damage the warded building must attempt a DC 30 Will save. If it fails, the outsider takes 12d6 points of damage and becomes nauseated for 1 hour. An outsider that remains inside a building warded in this manner must make a new Will save each round to avoid damage and nausea. The effect is lessened against non-outsider evil creatures, but they too are affected-such creatures gain a +4 bonus on their Will saves, take only 4d6 points of damage on a failed save, and are nauseated for only 1 minute.  The stone and doors of a structure warded by a maleficus spike are considered to be magically treated (+20 to Break DCs, double hardness, and double hit points). Additionally, the structure self-repairs damage at the rate of 5 points of damage per round, provided the damage was inflicted while the maleficus spike was functioning; the spike can't repair existing damage when it is installed.  A maleficus spike consumes an enormous amount of magical energy. It contains enough energy to ward a structure for 24 hours, after which it becomes dormant until recharged. Recharging a maleficus spike requires a spellcaster to spend 10 minutes in contact with the spike, after which the spellcaster selects a number of spell slots totaling no fewer than 24 spell levels to expend to infuse the artifact with enough energy to ward the structure for another 24 hours. Prepared spells in these slots are lost for a day, and for spontaneous spellcasters those slots are used for a day. Spell-like abilities cannot be used to fuel a maleficus spike.",,,Artifact,Artifacts and Legends,strong,16,0,0,,,2506
"Ovinrbaane, Enemy Of All Enemies",strong evocation,20,none,,12 lbs.,"Ovinrbaane (literally translated as ""enemy of all enemies"") is a cursed, intelligent +3 wounding greatsword. When Ovinrbaane succeeds at a contest of will (Core Rulebook 535), it uses modify memory to mislead its wielder into believing he's the barbarian warlord Armag and that anyone around him who isn't obviously a member of his tribe is a mortal enemy. The cursed greatsword also slowly changes the features of the wielder over the course of several days or even weeks to appear as those of the original Armag. If left  unchecked, these powers seemingly bring the warlord back to life, recreating the savage warrior it deems to be its own true wielder.",,,Artifact,Artifacts and Legends,strong,12,0,0,,+3 wounding greatsword,2508
Phylactery Of The Failed,strong necromancy [evil],18,none,,5 lbs.,"Not every lich that attempts the transition to undeath succeeds. For most, this means an excruciating, spell-blasted death; for a small fraction of others, this means a typically brief but painful existence as a failed lich; but for an exceedingly rare few, this means something in between. A phylactery of the failed has a minute chance of coming into being anytime a spellcaster attempts to achieve lichdom and fails (equivalent to 1 in 100). In such cases, the magic-user's body is destroyed, but the phylactery he prepared remains and is invested with a remnant of his shattered consciousness. The creature that opens a phylactery of the failed must immediately succeed at a DC 30 Will saving throw or be affected by a disease-like curse known as a parasitic soul (detailed below). Those affected by a parasitic soul have their own personality and sanity overwhelmed by the remnant ambitions and memories of the would-be lich whose destruction created the phylactery. If the cursed creature is killed by the parasitic soul, her body is animated 1 day later as a lich with the same memories and abilities of the magic-user who created the phylactery, essentially allowing that spellcaster to finally achieve lichdom. The cursed creature cannot be returned to life until the lich is destroyed.  If the parasitic soul is excised from a victim, it returns to the phylactery and attempts to infect the next creature to open the box. The parasitic soul can only infect one creature at a time. While a creature is infected by a parasitic soul, the phylactery the soul is bound to has no dangerous properties and cannot infect other creatures.  The invasive nature of phylacteries of the failed has spawned the creation of several other pernicious magic items, such as the disease-spreading death's head coffer (see Pathfinder Adventure Path #8).  Parasitic Soul Curse and disease; save Will DC 30; frequency 1/day; effect 1d6 Intelligence damage; cure a parasitic soul can only be cured by casting both a spell that prevents the target from being mentally controlled (like protection from evil) and remove curse.",,,Artifact,Artifacts and Legends,strong,5,0,0,,,2509
Raven's Head,strong conjuration (healing),20,none,,8 lbs.,"Holy to the church of Pharasma, this gold-plated +3 undead bane heavy mace was the symbol of office for the Bishop of Caliphas until Prince Adamondais Virholt lost it in battle against the Whispering Tyrant. A character with the ability to channel positive energy gains the Channel Smite feat while wielding Raven's Head, if she does not already possess the feat. In the hands of a cleric of Pharasma, Raven's Head gains the disruption weapon special ability, and the wielder can use the Channel Smite feat as if she were a cleric of four levels higher (+2 on the DC and +2d6 damage) and an extra three times per day.",,,Artifact,Artifacts and Legends,strong,8,0,0,,+3 undead bane heavy mace,2510
Torc Of Kostchtchie,overwhelming conjuration and enchantment [evil],25,neck,,2 lbs.,"This golden collar contains a piece of the demon lord Kostchtchie's mortal soul, entrapped within by the witch Baba Yaga. The torc grants its wearer immunity to cold and the ability to command frost giants at will. This ability functions as dominate monster, but affects only frost giants, who take a -10 penalty on their saves. In addition, the wearer can cast giant form II three times per day. Anyone who wears the torc for 1 week also gains the ability to summon an aspect of Kostchtchie's dark hunger once per day. This aspect takes the form of a wendigo (Bestiary 2) who faithfully serves the wearer of the torc for 1 hour. Using the torc in this way alerts Kostchtchie to the torc's whereabouts.  In addition, anytime one of the Torc of Kostchtchie's powers is used, there is a cumulative 5% chance the wearer goes berserk (gaining all the benefits and drawbacks of the barbarian's rage ability), attacking the nearest non-giant creature until unconscious or dead, or until no living non-giant remains within 30 feet.",,,Artifact,Artifacts and Legends,none,2,0,0,,,2512
Totem Of Angazhan,strong necromancy and transmutation,20,none,,150 lbs.,"Dangerous artifacts created by the demon lord Angazhan, several totems of Angazhan lie hidden in the depths of the Mwangi Expanse. Each is an intelligent artifact largely in control of itself. A totem radiates an aura that forces all non-worshipers of Angazhan within 30 feet to make a successful DC 15 Will save or become panicked for 1 round. This is a mind-affecting fear effect. A totem can also make use of its own spell-like abilities as it pleases, frequently lashing out with weird to attack. Its size and direct connection to Angazhan's power prevents it from easily being used by other creatures. Any who would employ its powers must touch the totem. Those who aren't chaotic evil worshipers of Angazhan must also enter into a contest of wills with the totem to make use of its powers for that day (see page 535 of the Core Rulebook). If a creature wins the contest, that creature can direct the totem to use its abilities. Additionally, the creature is immune to the totem's panic aura for 24 hours and the totem cannot use its spell-like abilities against the creature for that day.  Once per day, a totem of Angazhan can reincarnate a single creature that dies within 30 feet of it. Unlike the spell of the same name, the reincarnated creature always returns to life as a chaotic evil charau-ka (The Inner Sea World Guide). A creature reincarnated as a charau-ka gains +4 Str, +2 Dex, and +4 Con. Once per year, the totem may instead use its reincarnate ability to bring a creature back to life as a chaotic evil dire ape-it is this ability that creates the creatures that go on to become Gorilla Kings. A creature reincarnated as a dire ape gains +8 Str, +4 Dex, and +6 Con. When a new dire ape champion is created, it becomes infused with a desire to seek out the current Gorilla King and challenge him to a fight to the death-the survivor rules as the Gorilla King for another year. As with all reincarnate effects, the creature being restored to life must be willing for the effect to work-the creature to be reincarnated knows that accepting  the offer to come back to life enslaves its soul to Angazhan (resulting in the shift to chaotic evil and the drive to seek out and replace the current Gorilla King).  If a totem of Angazhan is placed upon or adjacent to an altar of Angazhan that is under the effect of an unhallow spell cast by a worshiper of Angazhan, the totem of Angazhan's sensory range extends to 300 feet, and it can use its abilities in this extended range as long as it has line of sight to its target.",,,Artifact,Artifacts and Legends,strong,150,0,0,,,2513
Vernal Key,strong transmutation,20,none,,5 lbs.,"The Vernal Key consists of three lattice orbs, one inside the other, all carved from a single piece of blue mineral. The key was created to unlock a jarl's prison, but as a side effect it also protects the region around it from the ravages of winter.  Within a 5-mile radius of the Vernal Key, otherwise cold weather (below 40&#176; F) becomes moderate, while severe cold (below 0&#176; F) becomes only cold. A mild wind demarcates the edge of this effect. The key must remain stationary (unattended) to produce this effect; it takes 24 hours for the artifact to attune itself to its locale. The key only ameliorates natural weather; it has no effect on magically created effects or extraplanar environments.",,,Artifact,Artifacts and Legends,strong,5,0,0,,,2514
Visionary Lens,"strong divination, enchantment, and illusion",20,none,,50 lbs.,"This ornate mirror measures 4 feet in diameter, framed in gold and embellished with silver. The frame depicts dozens of stylized eyes from fey creatures that alternately open and close in wakefulness or slumber. During the day, these eyes influence the mirror's surface to act as a crystal ball with telepathy. At night, the eyes can cast scrying (looking into the dreams of subjects) and nightmare instead. Lastly, during the twilight hours between day and night, the eyes can be commanded to bestow one of the following effects upon any single person gazing into the mirror:  • geas (DC 21)  • maze (DC 22)  • vision  The mirror does not function outside of the First World or demiplanes that share characteristics of the First World (such as the Fellnight Realm).",,,Artifact,Artifacts and Legends,strong,50,0,0,,,2515
Warding Box,strong abjuration,20,none,,5 lbs.,"A warding box is a powerful magical container built to obscure and confound any attempt to locate objects kept inside. The box can hold one object no larger than 8 inches by 8 inches by 3 inches (or up to 25 pounds) in each of its three compartments at any one time. The box's lid and additional compartments are sealed, but the box can be opened or closed as a full-round action. While the lid is closed, the warding box and all objects inside it are protected from all divination spells. In this state, no divination spell save for those employed by the gods can detect the warding box or its contents.",,,Artifact,Artifacts and Legends,strong,5,0,0,,,2516
Demon Prince Armor,overwhelming necromancy,22,armor,,80 lbs.,"This armor looks like a more massive and dangerous suit of demon armor. It is a suit of +5 heavy fortification full plate that allows its wearer to make claw attacks that deal 2d10 points of damage, and strike as +3 weapons that are treated as chaotic and evil for the purposes of overcoming damage reduction. Additionally, those struck by the claws must succeed at a DC 20 Fortitude save or be affected as per the spell contagion. The armor's claws are built into the armor so these weapons cannot be disarmed. While wearing the armor, the wearer benefits from the following demonic traits.  • The wearer gains darkvision 60 ft. If it already has darkvision, the range of its darkvision is increased by 60 ft.  • The wearer does not need to breathe or eat.  • The wearer is immune to electricity and poison.  • The wearer gains resistance to acid 10, cold 10 and fire 10.  • The wearer gains telepathy and speaks Abyssal, Celestial, and Draconic.",,,Artifact,Ultimate Equipment,none,80,0,0,,+5 heavy fortification full plate,2517
Flame Of Guidance,strong transmutation,20,none,,1 lb.,"This charm resembles an orrery composed of small, freely orbiting orbs circling a candle-sized flame. The device functions as an ioun stone, and when released, the flame perches above the user's head, remaining stationary relative to the user as the smaller planetary orbs take up elliptical transit around it. When in use, the flame grants the user a natural armor bonus of +4, the fire subtype, immunity to fire, and vulnerability to cold. If within 3 miles of the celestial lens, the user can control the horizontal orbital direction of the item, but cannot make the lens stop or move it vertically from its standard position of 100 feet from the ground.",,,Artifact,Ultimate Equipment,strong,1,0,0,,,2518
Fork Of The Forgotten One,strong transmutation,20,none,,12 lbs.,"This +5 flaming wounding unholy ranseur was once the weapon of a powerful archdevil who they say controlled an entire layer of Hell. When he attempted to defy the Prince of Darkness, he was overthrown and banished into some cold and remote prison at the edge of the multiverse. Still bearing some infernal vestige of the forgotten fiend's power, the fork grants the bearer a +10 bonus on Diplomacy and Intimidate checks and the power to use scorching ray three times per day.  Any nonevil creature who touches the Fork of the Forgotten One is given a choice: become lawful evil immediately, or die. Those who choose death are instantly slain (Fortitude DC 30 negates). Those who choose to become lawful evil change alignment immediately (no saving throw) and are subject to a demand spell (Will DC 25) requiring that they find the Forgotten One and free him from his icy prison-presumably thereafter he will press them into service for his plans of revenge against those who imprisoned him.",,,Artifact,Ultimate Equipment,strong,12,0,0,,+5 flaming wounding unholy ranseur,2519
Jar Of Dragon's Teeth,strong transmutation,20,none,,3 lbs.,"Each time this jar gains a new user it produces 2d4 dragon teeth. When one of these teeth is swallowed, it grants the user the following powers for 1 full week or until it is dismissed as a standard action that does not provoke attacks of opportunity.  • The user is immediately polymorphed into a dragon, as if subject to form of the dragon I, II, or III, depending on the user's Hit Dice. If the creature swallowing the tooth has 12 HD or fewer, it is affected as per form of the dragon I. Those with 13 to 18 HD are affected as per form of the dragon II, and those 19 or more Hit Dice are affected as per form of the dragon III. The type of dragon is chosen by the user based on its alignment.  Lawful good: bronze dragon, gold dragon, or silver dragon  Neutral good: any metallic dragon  Chaotic good: brass dragon or copper dragon  Lawful neutral: any chromatic or metallic dragon  Neutral: any chromatic or metallic dragon  Chaotic neutral: any chromatic or metallic dragon  Lawful evil: blue dragon or green dragon  Neutral evil: any chromatic dragon  Chaotic evil: black dragon, red dragon, or white dragon  The user's draconic appearance is always the same each subsequent time it swallows a tooth. While in draconic form, the user gains the following benefits.  • The user is able to speak Draconic  • The user gains a +4 competence bonus on Fly checks.  • The user gains a +4 competence bonus on Bluff, Diplomacy, Intimidate, and Sense Motive checks made against or involving dragons.  • The user is immune to sleep and paralysis and gains a spell resistance equal to 11 + its Hit Dice.  • The user gains frightful presence (Bestiary 300) with a 200-foot-radius range and a Will save DC equal to 10 + Hit Dice + Charisma modifier.  The jar never creates dragon teeth for the same creature more than once. If the owner changes before all the teeth created by the jar are consumed, the original owner no longer gains benefit from this artifact.",,,Artifact,Ultimate Equipment,strong,3,0,0,,,2520
Horns Of Naraga,overwhelming necromancy,22,head,,8 lbs.,"The crown of an infamous undead tyrant, the Horns of Naraga are a symbol of dominance over death. When worn by an undead creature, the Horns of Naraga reduce all damage taken from positive energy by half. In addition, whenever the wearer touches a living creature while wearing this helm (even if the touch is part of casting a spell or another touch attack), the touch deals an additional 5d6 points of negative energy damage and the wearer gains these hit points, just as if he had cast vampiric touch. The wearer of the helm is immune to acid and can see perfectly in darkness of any kind, even that created by magic. Once per day on command, the helm can be ordered to transform into an ancient black dragon that unquestioningly obeys the creature that summoned it for 1 hour before reverting to a helm. Slaying the dragon does not destroy the helm, but it does prevent this ability from being used for 1 week. While the helm is in dragon form, the helm's owner does not receive any of the helm's other benefits.",,,Artifact,Ultimate Equipment,none,8,0,0,,,2521
The Moaning Diamond,overwhelming transmutation,20,none,,4 lbs.,"The Moaning Diamond appears to be an uncut diamond the size of a human fist. At all times, it gives forth a baleful moaning, as if wailing in pain. Despite the disturbing noise, the Moaning Diamond is not evil. Three times per day, the bearer can call upon its power to reshape earth and stone as if by the spell stone shape, affecting 5,000 cubic feet of material. Once per day the Moaning Diamond can also summon an elder earth elemental with maximum hit points that serves the caster until it is slain; only one such elemental can be summoned at a time.",,,Artifact,Ultimate Equipment,none,4,0,0,,,2522
The Orbs Of Dragonkind,strong enchantment,20,none,,5 lbs.,"Each of these fabled Orbs contains the essence and personality of an ancient dragon of a different variety (one for each of the major ten different chromatic and metallic dragons). The bearer of an Orb can, as a standard action, dominate a dragon of its particular variety within 500 feet (as dominate monster), the dragon being forced to make a DC 25 Will save to resist. Spell resistance is not useful against this effect. Each Orb of Dragonkind bestows upon the wielder the AC and saving throw bonuses of the dragon within. These values replace whatever values the character would otherwise have, whether they are better or worse. These values cannot be modified by any means short of ridding the character of the Orb. A character possessing an Orb of Dragonkind is immune to the breath weapon-but only the breath weapon-of the dragon variety keyed to the Orb. Finally, a character possessing an Orb can herself use the breath weapon of the dragon in the Orb three times per day.   All Orbs of Dragonkind can be used to communicate verbally and visually with the possessors of the other Orbs. The owner of an Orb knows if there are dragons within 10 miles at all times. For dragons of the Orb's particular variety, the range is 100 miles. If within 1 mile of a dragon of the Orb's variety, the wielder can determine the dragon's exact location and age. The bearer of one of these Orbs earns the enmity of dragonkind forever for profiting by draconic enslavement, even if she later loses the item. Each Orb also has an individual power that can be invoked once per round at caster level 10th.   • Black Dragon Orb: Fly.   • Blue Dragon Orb: Haste.   • Brass Dragon Orb: Teleport.   • Bronze Dragon Orb: Scrying (Will DC 18 negates).   • Copper Dragon Orb: Suggestion (Will DC 17 negates).   • Gold Dragon Orb: The owner of the gold Orb can call upon any power possessed by one of the other Orbs-including the dominate and breath weapon abilities but not AC, save bonuses, or breath weapon immunity-but can use an individual power only once per day. She can dominate any other possessor of an Orb within 1 mile (Will DC 23 negates).   • Green Dragon Orb: Spectral hand.   • Red Dragon Orb: Wall of fire.   • Silver Dragon Orb: Cure critical wounds (Will DC 18 half).   • White Dragon Orb: Protection from energy (cold) (Fortitude DC 17 negates).",,,Artifact,Ultimate Equipment,strong,5,0,0,,,2523
Perfection's Key,strong transmutation,16,none,,1/2 lb.,"This platinum key can open nearly any lock or door with a mere touch. With a touch of the key, a lock of DC 40 or lower unlocks. When a creature holding the key attempts to break down a door with a break (locked) DC of 28 or lower, the door is broken and opened. In all other cases it grants the creature possessing Perfection's Key a +10 bonus on Disable Device checks to pick locks, and a +10 bonus on attempts to break down doors.",,,Artifact,Ultimate Equipment,strong,0.5,0,0,,,2524
The Shadowstaff,strong conjuration,20,none,,1 lb.,"This artifact was crafted ages ago, weaving together wispy strands of shadow into a twisted black staff. The Shadowstaff makes the wielder slightly shadowy and incorporeal, granting him a +4 bonus to AC and on Reflex saves (which stacks with any other bonuses). However, in bright light (such as that of the sun, but not a torch) or in absolute darkness, the wielder takes a -2 penalty on all attack rolls, saves, and checks. The Shadowstaff also has these powers.   • Summon Shadows: Three times per day the staff may summon 2d4 shadows. Immune to turning, they serve the wielder as if called by a summon monster V spell cast at 20th level.   • Summon Nightshade: Once per month, the staff can summon an advanced shadow demon that serves the wielder as if called by a summon monster IX spell cast at 20th level.   • Shadow Form: Three times per day the wielder can become a living shadow, with all the movement powers granted by gaseous form.   • Shadow Bolt: Three times per day the staff can project a ray attack that deals 10d6 points of cold damage to a single target. The shadow bolt has a range of 100 feet.",,,Artifact,Ultimate Equipment,strong,1,0,0,,,2525
The Shield Of The Sun,strong abjuration,20,none,,2 lbs.,"This +5 Large shield, emblazoned with the symbol of the sun, allows the wielder to cast spells as if she were a 20th-level paladin with a Charisma of 20. The spells gained are cumulative with any existing spells per day the character might have, even from paladin class levels. The Shield of the Sun also grants its wielder spell resistance 15. It absorbs the first 10 points of damage from any energy attack (fire, cold, acid, electricity, or sonic). In return for all this, once per year the shield's owner must undertake a quest at the behest of a lawful good deity (no saving throw to avoid).  A chaotic or evil character gains four negative levels when wielding the Shield of the Sun. The negative levels persist as long as the shield is in hand and cannot be overcome in any way (including restoration spells). The negative levels disappear when the shield is stowed or leaves the wearer's possession.",,,Artifact,Ultimate Equipment,strong,2,0,0,,+5 Large shield,2526
Skullsoul,strong necromancy,18,none,,8 lbs.,"This grim, alabaster figurine is the size of a human skull with an elaborately sculpted base. The Skullsoul is inert until it is bonded with a living creature. It then becomes a powerful and never-questioning companion. The Skullsoul functions as a demilich (Bestiary 3 66) without the devour soul, rejuvenation, telekinetic storm, and torpor abilities, and with a hardness of 10. It is under the complete control of whoever bonds with the skull. Bonding with the Skullsoul is a ritual that takes 24 hours to perform, and doing so is an evil act. Paladins and good clerics who do so become ex-paladins and ex-clerics respectively. If they wish to atone, they must intercede with their deities (expending 2,500 gp in rare incense and offerings) and must promise to contain the skull.",,,Artifact,Ultimate Equipment,strong,8,0,0,,,2527
-2 Cursed Sword,strong evocation,15,none,,4 lbs.,"This longsword performs well against targets in practice, but when used in combat its wielder takes a -2 penalty on attack rolls.  All damage dealt is also reduced by 2 points, but never below a minimum of 1 point of damage on any successful hit. The sword always forces that character to employ it rather than another weapon. The sword's owner automatically draws it and fights with it even when she meant to draw or ready some other weapon.",,,Cursed,Ultimate Equipment,strong,4,0,0,,-2 Sword,2528
Amulet Of Inescapable Location,moderate abjuration,10,neck,,1/2 lb.,"This device appears to prevent location, scrying and detection, or influence by detect thoughts or telepathy, as per an amulet of proof against detection and location. Actually, the amulet gives the wearer a -10 penalty on all saves against divination spells.",,,Cursed,Ultimate Equipment,moderate,0.5,0,0,,,2529
Armor Of Arrow Attraction,strong abjuration,16,armor,,50 lbs.,Magical analysis indicates that this armor is a normal suit of +3 full plate. The armor works normally with regard to melee attacks but actually attracts ranged weapons. The wearer takes a -15 penalty to AC against ranged weapons. The true nature of the armor does not reveal itself until the character is fired upon in earnest.,,,Cursed,Ultimate Equipment,strong,50,0,0,,+3 full plate,2530
Arrowbreak Bow,moderate evocation,6,none,,2 lbs.,"This shortbow is beautifully made and inlaid with iridescent designs, appearing to be a +2 shortbow. When it fires its arrows, though, it does it with so much force that the arrows are always broken on either a hit or a miss. This bow must be used as its owner's primary ranged weapon and can only be discarded after the owner is subject to a remove curse spell or similar effect.",,,Cursed,Ultimate Equipment,moderate,2,0,0,,,2532
Bag Of Devouring,strong conjuration,17,none,,15 lbs.,"This bag appears to be an ordinary sack. Detection for magical properties makes it seem as if it were a bag of holding. The sack, however, is something entirely different and more insidious-one of the feeding orifices of an extradimensional creature.   Any substance of animal or vegetable nature is subject to ""swallowing'' if thrust within the bag. The bag of devouring is 90% likely to ignore any initial intrusion, but anytime thereafter that it senses living flesh within (such as if someone reaches into the bag to pull something out), it is 60% likely to close around the offending appendage and attempt to draw the whole victim in. The bag has a +8 bonus on combat maneuver checks made to grapple. If it pins a creature, it pulls the victim inside as a free action. The bag has a CMD of 18 for those attempting to break free.   The bag can hold up to 30 cubic feet of matter. It acts as a bag of holding type I, but each hour it has a 5% cumulative chance of swallowing the contents and then spitting the stuff out in some nonspace or on some other plane. Creatures drawn within are consumed in 1 round. The bag destroys the victim's body and prevents any form of raising or resurrection that requires part of the corpse. There is a 50% chance that a wish, miracle, or true resurrection spell can restore a devoured victim to life. Check once for each destroyed creature. If the check fails, the creature cannot be brought back to life by mortal magic.",,,Cursed,Ultimate Equipment,strong,15,0,0,,,2533
Berserking Sword,moderate evocation,8,none,,8 lbs.,"This sword appears to be a +2 greatsword. However, whenever it is used in battle, its wielder goes berserk (gaining all the benefits and drawbacks of the barbarian's rage ability). He attacks the nearest creature and continues to fight until unconscious or dead or until no living thing remains within 30 feet. Although many see this sword as a cursed object, others see it as a boon.",,,Cursed,Ultimate Equipment,moderate,8,0,0,,+2 greatsword,2534
Biting Battleaxe,moderate evocation,8,none,,6 lbs.,"This vicious-looking +2 battleaxe grants its wielder the Great Cleave feat. But when using this feat, the wielder makes an additional attack against a random adjacent creature instead of choosing which creature to attack. When determining which creature is attacked, the wielder always counts himself as a possible target, even if he is not adjacent to the target. The wielder of a biting battleaxe must always uses it as his primary weapon and must use Great Cleave at every opportunity until subject to a remove curse spell or similar effect.",,,Cursed,Ultimate Equipment,moderate,6,0,0,,+2 battleaxe,2535
Boots Of Dancing,strong enchantment,16,feet,,1 lb.,"These boots appear and initially function as one of the other kinds of magic boots. When the wearer is in (or fleeing from) melee combat, boots of dancing impede movement, making him behave as if irresistible dance had been cast upon him. Only a remove curse spell enables the wearer to be rid of the boots once their true nature is revealed.",,,Cursed,Ultimate Equipment,strong,1,0,0,,,2536
Bracers Of Defenselessness,strong conjuration,16,wrists,,1 lb.,"These bejeweled and shining bracers initially appear to be bracers of armor +5 and actually serve as such until the wearer is attacked in anger by an enemy with a Challenge Rating equal to or greater than her level. At that moment and thereafter, the bracers bestow a -5 penalty to AC. Once their curse is activated, bracers of defenselessness can be removed only by means of a remove curse spell.",,,Cursed,Ultimate Equipment,strong,1,0,0,,bracers of armor +5|bracers of armor -5,2537
Broom Of Animated Attack,moderate transmutation,10,none,,3 lbs.,"This item is indistinguishable from a normal broom. It is identical to a broom of flying by all tests short of attempted use.   If a creature attempts to fly using the broom, the broom does a loop-the-loop with its hopeful rider, dumping him on his head from 1d4+5 feet off the ground (no falling damage, since the fall is less than 10 feet). The broom then attacks the victim, swatting his face with the straw or twig end and beating him with the handle end. The broom gets two attacks per round with each end (two swats with the straw and two with the handle, for a total of four attacks per round). It attacks with a +5 bonus on each attack roll. The straw end causes a victim to be blinded for 1 round when it hits. The handle deals 1d6 points of damage when it hits. The broom has AC 13, CMD 17, 18 hit points, and hardness 4.",,,Cursed,Ultimate Equipment,moderate,3,0,0,,,2538
Buffoon's Sword,moderate divination,10,none,,2 lbs.,"This blade seems to be and behaves in all ways as a sword of subtlety until actually used in combat. Once used in combat, it imposes a -10 penalty on all Stealth checks made by its wielder. It also makes it nearly impossible for the owner to tell a lie or engage in any other sort of subterfuge. Each time he does so, he must make a DC 15 Will saving throw to avoid blurting out the truth or taking some other involuntary action that spoils his attempted ruse. Only curse-ending magic can rid the wielder of the sword once its curse activates.",,,Cursed,Ultimate Equipment,moderate,2,0,0,,,2539
Cape Of Anchoring,moderate abjuration,9,shoulders,,1 lb.,"This bright red and gold cape appears to be a cape of the mountebank. Once worn, however, it affects its wearer as if subject to a dimensional anchor spell. The cape can only be removed after its wearer is subject to a remove curse spell or similar effect.",,,Cursed,Ultimate Equipment,moderate,1,0,0,,,2540
Cannibal Ring,strong transmutation,16,ring,,-,"This simple and unadorned copper ring appears slightly tarnished, but seemingly wards off the effects of hunger or other sorts of deprivation; all tests reveal it to be a ring of sustenance. However, after wearing it for 7 days, its owner instead comes to suffer from almost constant hunger and thirst, which, if not sated, ultimately drives him mad enough to become a cannibal. The wearer must eat and drink a full day's worth of food and water each hour to avoid making a starvation or thirst check. Once the wearer starts to take lethal damage instead of nonlethal damage due to failed checks, he begins to experience ever more powerful cravings for the flesh of intelligent creatures (any living creature with an Intelligence of 3 or higher).   Once the wearer feasts in such a manner, he recovers all nonlethal damage sustained from hunger and thirst, though he continues to suffer lethal damage on failed starvation and thirst checks. The next time he is in a situation in which he could eat part of an intelligent being, he must make a DC 15 Will save or dine on the forbidden meat. If the wearer succumbs to this urge again, he recovers all lethal damage from failed starvation and thirst checks, and realizes cannibalism is the key to avoiding the increased hunger and thirst-on any day he eats at least one meal of flesh from an intelligent creature, he does not have to make hourly starvation and thirst checks, and recovers any accumulated damage from failing these checks. Once its curse activates, the ring cannot be removed until the curse is broken.",,,Cursed,Ultimate Equipment,strong,0,0,0,,,2541
Cloak Of Immolation,strong evocation,12,shoulders,,1 lb.,"This cloak appears to be a finely made garment that radiates protective magic. The cloak can be handled or examined without harm, but when it is put on, it immediately bursts into flames that burn continuously but do not harm the cloak, only its wearer. The cloak deals 1d6 points of fire damage each round and cannot be removed unless the curse is broken. Sufficient amounts of water or other smothering materials can douse the flames temporarily, but the cloak reignites when exposed to air again. Spells like resist energy, protection from energy, and similar effects can protect the wearer against the cloak's flames while they last.",,,Cursed,Ultimate Equipment,strong,1,0,0,,,2542
Crown Of Blindness,moderate illusion,10,headband,,1 lb.,"This fine silver circlet is often set with a milky moonstone. When a wearer places it on his head, the stone quickly goes dark like the waning moon, and the wearer must make a DC 14 Fortitude saving throw or immediately go blind. The saving throw must be made each round that the crown is worn until the wearer succumbs to the blindness. Removing the circlet requires breaking the curse. In addition to a remove curse spell or similar effect, remove blindness/deafness can be used to end the circlet's curse long enough to remove the item.",,,Cursed,Ultimate Equipment,moderate,1,0,0,,,2543
